session,role,group,country_expected,bbox_pass,start_lat,start_lon,end_lat,end_lon,path_km,sweep_distance_km,distance_rel_err,distance_pass,n_jumps,max_jump_m,jump_pass,end_to_start_m,loop_pass,note
S-Vtb3,train,Vtb,UK,True,53.171104,-1.672992,53.17052,-1.672137,1.550204882441339,1.550204882441339,0.0,True,0,467.0548147945501,True,86.39853305206087,True,
S-Vtb4,train,Vtb,UK,True,53.17101,-1.672944,53.170605,-1.675215,0.22220862160284002,0.22220862160284,1.2490773497185572e-16,True,0,71.91732344898078,True,157.92829128605362,False,
S-Vtb5,train,Vtb,UK,True,53.170605,-1.675215,52.5809,-1.545854,110.64194223676257,110.64194223676256,1.2844003302827253e-16,True,0,278.1836628368423,True,66152.17235204569,,
S-Vtb6,train,Vtb,UK,True,52.578316,-1.537562,52.573612,-1.528705,0.7949380552006211,0.7949380552006211,0.0,True,0,176.01110447150322,True,794.8827877590185,,
S-Vtb7,train,Vtb,UK,True,52.572826,-1.527021,52.56919,-1.518801,0.6970320723750449,0.6970320723750449,0.0,True,0,160.7003178687058,True,687.09028944523,,
S-Vtb8,train,Vtb,UK,True,52.568546,-1.516579,52.563763,-1.500333,1.2201047244133023,1.2201047244133023,0.0,True,0,182.2888502813801,True,1220.1298034309393,,
S-Vtb9,train,Vtb,UK,True,52.563107,-1.498144,52.559357,-1.485308,0.9626917299065829,0.9626917299065828,1.1532487401059214e-16,True,0,211.8771913080758,True,962.7017098489674,,
S-Vw1,train,Vw,UK,True,52.554695,-1.463064,52.554695,-1.463064,0.0,0.0,,,0,,True,0.0,True,
S-Vw10,train,Vw,UK,True,52.201836,-2.201769,52.20349,-2.192233,0.7036717925788557,0.7036717925788557,0.0,True,0,123.96512797582456,True,675.3721605316507,,
S-Vw11,train,Vw,UK,True,52.20372,-2.191775,52.229725,-2.141184,5.613514377468164,5.613514377468164,0.0,True,0,239.83187916358276,True,4498.166894366225,,
S-Vw12,train,Vw,UK,True,52.23328,-2.138977,52.253063,-2.134343,2.254679145862617,2.254679145862617,0.0,True,0,241.7799940606729,True,2222.2706855422084,,
S-Vw13,train,Vw,UK,True,52.275085,-2.121993,52.2816,-2.119732,0.7405884454027962,0.7405884454027962,0.0,True,0,257.6415784119344,True,740.5830028338908,,
S-Vw14a,train,Vw,UK,True,52.285957,-2.119614,52.348835,-2.074244,7.934671872790248,7.934671872790248,0.0,True,0,264.95673225046403,True,7640.741774412216,,
S-Vw14b,train,Vw,UK,True,52.348835,-2.074244,52.524723,-1.728755,41.13823904999251,41.13823904999251,0.0,True,0,285.53392758055304,True,30476.642082995928,,
S-Vw14c,train,Vw,UK,True,52.524723,-1.728755,52.59631,-1.609,16.977914324246314,16.977914324246314,0.0,True,0,243.8773964848726,True,11348.507749994431,,
S-Vw15,train,Vw,UK,True,52.596283,-1.608857,52.596283,-1.608857,0.0,0.0,,,0,,True,0.0,True,
S-Vw16a,train,Vw,UK,True,52.596283,-1.608857,52.564384,-1.502775,8.180138315202738,8.180138315202738,0.0,True,0,203.10253100361317,True,7999.649768150778,,
S-Vw16b,train,Vw,UK,True,52.562946,-1.49791,52.55589,-1.47378,1.8104483550422465,1.8104483550422463,1.226461966211955e-16,True,0,210.54017538090855,True,1810.1821129361326,,
S-Vw17,train,Vw,UK,True,52.55524,-1.471688,52.553425,-1.465492,0.4649955314386764,0.4649955314386764,0.0,True,0,158.8682909177069,True,464.9860087779347,,
S-Vw2,train,Vw,UK,True,52.554695,-1.463064,52.02555,-0.731408,98.06630030619733,98.06630030619732,1.4491068461674134e-16,True,0,282.1942573780675,True,77252.08667453716,,
S-Vw3,train,Vw,UK,True,52.024853,-0.733924,52.04736,-0.755788,4.821393033355544,4.821393033355544,0.0,True,0,185.45954775383697,True,2915.291507960894,,
S-Vw4,train,Vw,UK,True,52.047493,-0.756155,52.20792,-2.184971,212.59147410757464,212.59147410757464,0.0,True,1,321.9980486301745,False,98980.28698554706,,
S-Vw5,train,Vw,UK,True,52.20858,-2.187417,52.211346,-2.186995,0.6359499283370802,0.6359499283370802,0.0,True,0,75.59335789611181,True,308.9062306692791,,
S-Vw6,train,Vw,UK,True,52.211346,-2.186876,52.211113,-2.187022,1.0549815380796366,1.0549815380796366,0.0,True,0,95.96498008342395,True,27.75253823633094,True,
S-Vw7,train,Vw,UK,True,52.203262,-2.196303,52.202637,-2.196013,1.0192691305119082,1.0192691305119082,0.0,True,0,111.16264972134987,True,72.2522217102197,True,
S-Vw8,train,Vw,UK,True,52.203125,-2.197729,52.203053,-2.195737,0.962479899640928,0.962479899640928,0.0,True,0,100.94508320050093,True,135.98564509596022,True,
S-Vw9,train,Vw,UK,True,52.202805,-2.2002,52.201527,-2.205823,0.42117988173672416,0.4211798817367241,1.3179915194989623e-16,True,0,89.80911808026369,True,408.7072025062681,,
S-Y1,train,Y,UK,True,52.40547,-1.500702,52.410595,-1.520829,58.194517236507906,58.194517236507906,0.0,True,1,189.8002816247175,False,1479.3574008054816,,
S-T1,validate,T,France,True,45.93137,-0.472371,46.430916,-0.502888,76.20365327501761,76.20365327501761,0.0,True,180,675.5779688786309,False,55596.19582792562,,
S-T10,validate,T,France,True,48.901104,2.340227,48.874504,2.292762,6.555482791277329,6.555482791277329,0.0,True,0,529.5278849511153,True,4560.534681635924,,
S-T11,validate,T,France,True,48.865894,2.299761,48.859264,2.322507,2.284420127521138,2.284420127521138,0.0,True,0,114.11343617340539,True,1820.0110979103517,,
S-T2,validate,T,France,True,47.27167,-2.205261,46.42865,-0.506712,201.23508590065586,201.23508590065583,1.4123635201683972e-16,True,0,372.1633419888765,True,160418.04690373948,,
S-T3,validate,T,France,True,46.428593,-0.506668,45.626423,0.225825,151.0025746027164,151.0025746027164,0.0,True,10,336.95490252714825,False,105833.04132794823,,
S-T4,validate,T,France,True,45.62667,0.225799,46.430275,-0.504613,151.6645068617277,151.6645068617277,0.0,True,209,920.9274125774531,False,105443.02257883629,,
S-T5,validate,T,France,True,46.430428,-0.504429,47.173744,-1.494831,136.81846219899833,136.81846219899833,0.0,True,183,699.0408956733935,False,111516.27311763486,,
S-T6,validate,T,France,True,47.178062,-1.502619,48.49632,-2.715081,212.57165588794706,212.57165588794703,1.337041352558591e-16,True,527,585.6720430840671,False,171663.93809757978,,
S-T7,validate,T,France,True,48.499973,-2.722982,47.12517,-2.076044,246.85951724606022,246.85951724606025,1.1513313218576183e-16,True,0,347.5927672951797,True,160515.4967485358,,
S-T8,validate,T,France,True,47.12512,-2.075933,46.573204,-1.116186,124.86865167156999,124.86865167157,1.1380642399006154e-16,True,0,669.7718637031226,True,95646.35426203189,,
S-T9,validate,T,France,True,46.573257,-1.116153,45.626823,0.2257,205.23137946839236,205.23137946839236,0.0,True,0,658.6672671416234,True,148199.31881093804,,
